TotalCharge,Groups,Envelope ,Miles
1475.98,Logo -- Double Miles,Logo,Double Miles
906.96,Logo -- Double Miles,Logo,Double Miles
124.63,Logo -- Double Miles,Logo,Double Miles
605.63,Logo -- Double Miles,Logo,Double Miles
2635.89,Logo -- Double Miles,Logo,Double Miles
4052.83,Logo -- Double Miles,Logo,Double Miles
1073.31,Logo -- Double Miles,Logo,Double Miles
1402.71,Logo -- Double Miles,Logo,Double Miles
842.19,Logo -- Double Miles,Logo,Double Miles
2549.75,Logo -- Double Miles,Logo,Double Miles
139.06,Logo -- Double Miles,Logo,Double Miles
676.33,Logo -- Double Miles,Logo,Double Miles
2558.54,Logo -- Double Miles,Logo,Double Miles
2748.61,Logo -- Double Miles,Logo,Double Miles
112.95,Logo -- Double Miles,Logo,Double Miles
135.93,Logo -- Double Miles,Logo,Double Miles
3058.61,Logo -- Double Miles,Logo,Double Miles
1882.27,Logo -- Double Miles,Logo,Double Miles
1235.51,Logo -- Double Miles,Logo,Double Miles
2816.73,Logo -- Double Miles,Logo,Double Miles
2595.62,Logo -- Double Miles,Logo,Double Miles
3921.46,Logo -- Double Miles,Logo,Double Miles
2684.82,Logo -- Double Miles,Logo,Double Miles
3096.44,Logo -- Double Miles,Logo,Double Miles
131.23,Logo -- Double Miles,Logo,Double Miles
2624.83,Logo -- Double Miles,Logo,Double Miles
2167.37,Logo -- Double Miles,Logo,Double Miles
372.59,Logo -- Double Miles,Logo,Double Miles
3140.04,Logo -- Double Miles,Logo,Double Miles
3176.1,Logo -- Double Miles,Logo,Double Miles
4071.74,Logo -- Double Miles,Logo,Double Miles
2600.63,Logo -- Double Miles,Logo,Double Miles
414.8,Logo -- Double Miles,Logo,Double Miles
1559.67,Logo -- Double Miles,Logo,Double Miles
659.15,Logo -- Double Miles,Logo,Double Miles
3076.96,Logo -- Double Miles,Logo,Double Miles
2650.33,Logo -- Double Miles,Logo,Double Miles
4603.2,Logo -- Double Miles,Logo,Double Miles
1530,Logo -- Double Miles,Logo,Double Miles
2787.12,Logo -- Double Miles,Logo,Double Miles
4845.16,Logo -- Double Miles,Logo,Double Miles
3979.52,Logo -- Double Miles,Logo,Double Miles
152.14,Logo -- Double Miles,Logo,Double Miles
1066.92,Logo -- Double Miles,Logo,Double Miles
1744.23,Logo -- Double Miles,Logo,Double Miles
2231.47,Logo -- Double Miles,Logo,Double Miles
3893.34,Logo -- Double Miles,Logo,Double Miles
4085.36,Logo -- Double Miles,Logo,Double Miles
1488.09,Logo -- Double Miles,Logo,Double Miles
4163.91,Logo -- Double Miles,Logo,Double Miles
1885.41,Logo -- Double Miles,Logo,Double Miles
1078.42,Logo -- Double Miles,Logo,Double Miles
1728.2,Logo -- Double Miles,Logo,Double Miles
741.45,Logo -- Double Miles,Logo,Double Miles
4302.27,Logo -- Double Miles,Logo,Double Miles
1304.89,Logo -- Double Miles,Logo,Double Miles
545.1,Logo -- Double Miles,Logo,Double Miles
1420.47,Logo -- Double Miles,Logo,Double Miles
3008.79,Logo -- Double Miles,Logo,Double Miles
1610.89,Logo -- Double Miles,Logo,Double Miles
2314.76,Logo -- Double Miles,Logo,Double Miles
2698.84,Logo -- Double Miles,Logo,Double Miles
4142.39,Logo -- Double Miles,Logo,Double Miles
292.16,Logo -- Double Miles,Logo,Double Miles
102.25,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1209.08,Logo -- Double Miles,Logo,Double Miles
215.48,Logo -- Double Miles,Logo,Double Miles
3751.88,Logo -- Double Miles,Logo,Double Miles
1871.15,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1502.91,Logo -- Double Miles,Logo,Double Miles
2680.09,Logo -- Double Miles,Logo,Double Miles
3838.8,Logo -- Double Miles,Logo,Double Miles
1081.17,Logo -- Double Miles,Logo,Double Miles
635.12,Logo -- Double Miles,Logo,Double Miles
207.38,Logo -- Double Miles,Logo,Double Miles
831.1,Logo -- Double Miles,Logo,Double Miles
985.64,Logo -- Double Miles,Logo,Double Miles
270.68,Logo -- Double Miles,Logo,Double Miles
2801.21,Logo -- Double Miles,Logo,Double Miles
170.01,Logo -- Double Miles,Logo,Double Miles
1400.36,Logo -- Double Miles,Logo,Double Miles
3592.49,Logo -- Double Miles,Logo,Double Miles
278.61,Logo -- Double Miles,Logo,Double Miles
1919.47,Logo -- Double Miles,Logo,Double Miles
1440.57,Logo -- Double Miles,Logo,Double Miles
3123,Logo -- Double Miles,Logo,Double Miles
714.47,Logo -- Double Miles,Logo,Double Miles
2457.98,Logo -- Double Miles,Logo,Double Miles
195.1,Logo -- Double Miles,Logo,Double Miles
2407.96,Logo -- Double Miles,Logo,Double Miles
3008.67,Logo -- Double Miles,Logo,Double Miles
260.21,Logo -- Double Miles,Logo,Double Miles
1443.43,Logo -- Double Miles,Logo,Double Miles
131.02,Logo -- Double Miles,Logo,Double Miles
2264.55,Logo -- Double Miles,Logo,Double Miles
3977.52,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
227.01,Logo -- Double Miles,Logo,Double Miles
2164.83,Logo -- Double Miles,Logo,Double Miles
3922.6,Logo -- Double Miles,Logo,Double Miles
1597.4,Logo -- Double Miles,Logo,Double Miles
192.35,Logo -- Double Miles,Logo,Double Miles
283.96,Logo -- Double Miles,Logo,Double Miles
900.27,Logo -- Double Miles,Logo,Double Miles
1001.74,Logo -- Double Miles,Logo,Double Miles
1501.3,Logo -- Double Miles,Logo,Double Miles
3662.42,Logo -- Double Miles,Logo,Double Miles
1847.09,Logo -- Double Miles,Logo,Double Miles
2209.62,Logo -- Double Miles,Logo,Double Miles
1342.56,Logo -- Double Miles,Logo,Double Miles
923.17,Logo -- Double Miles,Logo,Double Miles
3911.3,Logo -- Double Miles,Logo,Double Miles
3434.62,Logo -- Double Miles,Logo,Double Miles
2377.74,Logo -- Double Miles,Logo,Double Miles
2110.52,Logo -- Double Miles,Logo,Double Miles
1564.69,Logo -- Double Miles,Logo,Double Miles
265.42,Logo -- Double Miles,Logo,Double Miles
825.73,Logo -- Double Miles,Logo,Double Miles
635.23,Logo -- Double Miles,Logo,Double Miles
2227.98,Logo -- Double Miles,Logo,Double Miles
938.9,Logo -- Double Miles,Logo,Double Miles
869.84,Logo -- Double Miles,Logo,Double Miles
1614.2,Logo -- Double Miles,Logo,Double Miles
1833.05,Logo -- Double Miles,Logo,Double Miles
2770.63,Logo -- Double Miles,Logo,Double Miles
3198.35,Logo -- Double Miles,Logo,Double Miles
505.25,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3306.54,Logo -- Double Miles,Logo,Double Miles
4148.04,Logo -- Double Miles,Logo,Double Miles
262.45,Logo -- Double Miles,Logo,Double Miles
790.63,Logo -- Double Miles,Logo,Double Miles
-614.4,Logo -- Double Miles,Logo,Double Miles
4680.23,Logo -- Double Miles,Logo,Double Miles
2535.39,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
854.66,Logo -- Double Miles,Logo,Double Miles
4037.1,Logo -- Double Miles,Logo,Double Miles
2613.39,Logo -- Double Miles,Logo,Double Miles
163.32,Logo -- Double Miles,Logo,Double Miles
2732.59,Logo -- Double Miles,Logo,Double Miles
904.43,Logo -- Double Miles,Logo,Double Miles
809.07,Logo -- Double Miles,Logo,Double Miles
1889.03,Logo -- Double Miles,Logo,Double Miles
2055.66,Logo -- Double Miles,Logo,Double Miles
3913.63,Logo -- Double Miles,Logo,Double Miles
873.98,Logo -- Double Miles,Logo,Double Miles
997.87,Logo -- Double Miles,Logo,Double Miles
3272.66,Logo -- Double Miles,Logo,Double Miles
1857.81,Logo -- Double Miles,Logo,Double Miles
379.75,Logo -- Double Miles,Logo,Double Miles
379.63,Logo -- Double Miles,Logo,Double Miles
4528.18,Logo -- Double Miles,Logo,Double Miles
371.22,Logo -- Double Miles,Logo,Double Miles
1001.01,Logo -- Double Miles,Logo,Double Miles
908.79,Logo -- Double Miles,Logo,Double Miles
1871.21,Logo -- Double Miles,Logo,Double Miles
829.91,Logo -- Double Miles,Logo,Double Miles
113.54,Logo -- Double Miles,Logo,Double Miles
1655.88,Logo -- Double Miles,Logo,Double Miles
653.18,Logo -- Double Miles,Logo,Double Miles
2850.64,Logo -- Double Miles,Logo,Double Miles
2662.92,Logo -- Double Miles,Logo,Double Miles
1342.09,Logo -- Double Miles,Logo,Double Miles
524.57,Logo -- Double Miles,Logo,Double Miles
2865.4,Logo -- Double Miles,Logo,Double Miles
3954.84,Logo -- Double Miles,Logo,Double Miles
3847.42,Logo -- Double Miles,Logo,Double Miles
4311.15,Logo -- Double Miles,Logo,Double Miles
3616.43,Logo -- Double Miles,Logo,Double Miles
4318.71,Logo -- Double Miles,Logo,Double Miles
2191.33,Logo -- Double Miles,Logo,Double Miles
3081.58,Logo -- Double Miles,Logo,Double Miles
4541.84,Logo -- Double Miles,Logo,Double Miles
2613.32,Logo -- Double Miles,Logo,Double Miles
733.16,Logo -- Double Miles,Logo,Double Miles
1325.32,Logo -- Double Miles,Logo,Double Miles
2540.39,Logo -- Double Miles,Logo,Double Miles
2120.1,Logo -- Double Miles,Logo,Double Miles
101.24,Logo -- Double Miles,Logo,Double Miles
3389.93,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
104,Logo -- Double Miles,Logo,Double Miles
1770.89,Logo -- Double Miles,Logo,Double Miles
106.71,Logo -- Double Miles,Logo,Double Miles
4037.5,Logo -- Double Miles,Logo,Double Miles
499.71,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
2993.1,Logo -- Double Miles,Logo,Double Miles
991.38,Logo -- Double Miles,Logo,Double Miles
4095.44,Logo -- Double Miles,Logo,Double Miles
282.2,Logo -- Double Miles,Logo,Double Miles
1885.14,Logo -- Double Miles,Logo,Double Miles
3652.38,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1771.38,Logo -- Double Miles,Logo,Double Miles
1332.61,Logo -- Double Miles,Logo,Double Miles
2607.98,Logo -- Double Miles,Logo,Double Miles
625.75,Logo -- Double Miles,Logo,Double Miles
1912.63,Logo -- Double Miles,Logo,Double Miles
2637.39,Logo -- Double Miles,Logo,Double Miles
2246.64,Logo -- Double Miles,Logo,Double Miles
1563.7,Logo -- Double Miles,Logo,Double Miles
3062.93,Logo -- Double Miles,Logo,Double Miles
3938.66,Logo -- Double Miles,Logo,Double Miles
1636.64,Logo -- Double Miles,Logo,Double Miles
381.43,Logo -- Double Miles,Logo,Double Miles
268,Logo -- Double Miles,Logo,Double Miles
1054.34,Logo -- Double Miles,Logo,Double Miles
2763.31,Logo -- Double Miles,Logo,Double Miles
214.66,Logo -- Double Miles,Logo,Double Miles
1038.1,Logo -- Double Miles,Logo,Double Miles
1558.8,Logo -- Double Miles,Logo,Double Miles
651.5,Logo -- Double Miles,Logo,Double Miles
2671.66,Logo -- Double Miles,Logo,Double Miles
4041.34,Logo -- Double Miles,Logo,Double Miles
1065.04,Logo -- Double Miles,Logo,Double Miles
2830.57,Logo -- Double Miles,Logo,Double Miles
1480.27,Logo -- Double Miles,Logo,Double Miles
3196.92,Logo -- Double Miles,Logo,Double Miles
3289,Logo -- Double Miles,Logo,Double Miles
2614.51,Logo -- Double Miles,Logo,Double Miles
4642.21,Logo -- Double Miles,Logo,Double Miles
3084.08,Logo -- Double Miles,Logo,Double Miles
2392.56,Logo -- Double Miles,Logo,Double Miles
106.46,Logo -- Double Miles,Logo,Double Miles
4755.57,Logo -- Double Miles,Logo,Double Miles
3557.15,Logo -- Double Miles,Logo,Double Miles
2049.08,Logo -- Double Miles,Logo,Double Miles
4240.65,Logo -- Double Miles,Logo,Double Miles
3458.94,Logo -- Double Miles,Logo,Double Miles
214.47,Logo -- Double Miles,Logo,Double Miles
2539.52,Logo -- Double Miles,Logo,Double Miles
246.58,Logo -- Double Miles,Logo,Double Miles
1118.79,Logo -- Double Miles,Logo,Double Miles
2675.54,Logo -- Double Miles,Logo,Double Miles
252.04,Logo -- Double Miles,Logo,Double Miles
307.74,Logo -- Double Miles,Logo,Double Miles
2134.81,Logo -- Double Miles,Logo,Double Miles
164.8,Logo -- Double Miles,Logo,Double Miles
3833.67,Logo -- Double Miles,Logo,Double Miles
238.26,Logo -- Double Miles,Logo,Double Miles
1290.68,Logo -- Double Miles,Logo,Double Miles
1198.16,Logo -- Double Miles,Logo,Double Miles
3672.89,Logo -- Double Miles,Logo,Double Miles
2114.46,Logo -- Double Miles,Logo,Double Miles
824.01,Logo -- Double Miles,Logo,Double Miles
149.36,Logo -- Double Miles,Logo,Double Miles
3062.96,Logo -- Double Miles,Logo,Double Miles
1612.82,Logo -- Double Miles,Logo,Double Miles
4582.45,Logo -- Double Miles,Logo,Double Miles
2404.41,Logo -- Double Miles,Logo,Double Miles
3276.48,Logo -- Double Miles,Logo,Double Miles
3103.23,Logo -- Double Miles,Logo,Double Miles
3063.41,Logo -- Double Miles,Logo,Double Miles
3049.34,Logo -- Double Miles,Logo,Double Miles
1586.47,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1551.55,Logo -- Double Miles,Logo,Double Miles
2708.05,Logo -- Double Miles,Logo,Double Miles
3931.14,Logo -- Double Miles,Logo,Double Miles
396.74,Logo -- Double Miles,Logo,Double Miles
492.3,Logo -- Double Miles,Logo,Double Miles
4383.57,Logo -- Double Miles,Logo,Double Miles
3041.47,Logo -- Double Miles,Logo,Double Miles
2256.72,Logo -- Double Miles,Logo,Double Miles
4020.72,Logo -- Double Miles,Logo,Double Miles
1045.62,Logo -- Double Miles,Logo,Double Miles
311.4,Logo -- Double Miles,Logo,Double Miles
1991.02,Logo -- Double Miles,Logo,Double Miles
4078.07,Logo -- Double Miles,Logo,Double Miles
1191.68,Logo -- Double Miles,Logo,Double Miles
215.17,Logo -- Double Miles,Logo,Double Miles
2635.24,Logo -- Double Miles,Logo,Double Miles
3886.61,Logo -- Double Miles,Logo,Double Miles
2372.17,Logo -- Double Miles,Logo,Double Miles
2521.99,Logo -- Double Miles,Logo,Double Miles
2036.56,Logo -- Double Miles,Logo,Double Miles
2401.97,Logo -- Double Miles,Logo,Double Miles
2742.62,Logo -- Double Miles,Logo,Double Miles
2469.49,Logo -- Double Miles,Logo,Double Miles
4253.26,Logo -- Double Miles,Logo,Double Miles
1543.73,Logo -- Double Miles,Logo,Double Miles
1445.82,Logo -- Double Miles,Logo,Double Miles
4428.43,Logo -- Double Miles,Logo,Double Miles
3938.25,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3093.82,Logo -- Double Miles,Logo,Double Miles
1804.21,Logo -- Double Miles,Logo,Double Miles
1114.15,Logo -- Double Miles,Logo,Double Miles
1917.32,Logo -- Double Miles,Logo,Double Miles
1833.55,Logo -- Double Miles,Logo,Double Miles
2224.31,Logo -- Double Miles,Logo,Double Miles
2736.9,Logo -- Double Miles,Logo,Double Miles
3469.35,Logo -- Double Miles,Logo,Double Miles
209.06,Logo -- Double Miles,Logo,Double Miles
1067.54,Logo -- Double Miles,Logo,Double Miles
3420.17,Logo -- Double Miles,Logo,Double Miles
2803.31,Logo -- Double Miles,Logo,Double Miles
2527.38,Logo -- Double Miles,Logo,Double Miles
2508.38,Logo -- Double Miles,Logo,Double Miles
1889.51,Logo -- Double Miles,Logo,Double Miles
2038.48,Logo -- Double Miles,Logo,Double Miles
286.83,Logo -- Double Miles,Logo,Double Miles
3912.68,Logo -- Double Miles,Logo,Double Miles
1313.05,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
4088.41,Logo -- Double Miles,Logo,Double Miles
3271.32,Logo -- Double Miles,Logo,Double Miles
2415.91,Logo -- Double Miles,Logo,Double Miles
697.15,Logo -- Double Miles,Logo,Double Miles
1351.81,Logo -- Double Miles,Logo,Double Miles
3229.73,Logo -- Double Miles,Logo,Double Miles
126.67,Logo -- Double Miles,Logo,Double Miles
3583.72,Logo -- Double Miles,Logo,Double Miles
1334.52,Logo -- Double Miles,Logo,Double Miles
1983.53,Logo -- Double Miles,Logo,Double Miles
2860.63,Logo -- Double Miles,Logo,Double Miles
3295.25,Logo -- Double Miles,Logo,Double Miles
2732.88,Logo -- Double Miles,Logo,Double Miles
1545.59,Logo -- Double Miles,Logo,Double Miles
844.14,Logo -- Double Miles,Logo,Double Miles
2999.14,Logo -- Double Miles,Logo,Double Miles
2856.25,Logo -- Double Miles,Logo,Double Miles
232.64,Logo -- Double Miles,Logo,Double Miles
3840.89,Logo -- Double Miles,Logo,Double Miles
4158.35,Logo -- Double Miles,Logo,Double Miles
931.85,Logo -- Double Miles,Logo,Double Miles
3605,Logo -- Double Miles,Logo,Double Miles
130.1,Logo -- Double Miles,Logo,Double Miles
142.37,Logo -- Double Miles,Logo,Double Miles
3504.15,Logo -- Double Miles,Logo,Double Miles
497.57,Logo -- Double Miles,Logo,Double Miles
4114.84,Logo -- Double Miles,Logo,Double Miles
1928.54,Logo -- Double Miles,Logo,Double Miles
4486.5,Logo -- Double Miles,Logo,Double Miles
1344.21,Logo -- Double Miles,Logo,Double Miles
876.42,Logo -- Double Miles,Logo,Double Miles
2562.72,Logo -- Double Miles,Logo,Double Miles
3474.81,Logo -- Double Miles,Logo,Double Miles
1261.3,Logo -- Double Miles,Logo,Double Miles
2366.11,Logo -- Double Miles,Logo,Double Miles
3523.51,Logo -- Double Miles,Logo,Double Miles
2896.96,Logo -- Double Miles,Logo,Double Miles
621.94,Logo -- Double Miles,Logo,Double Miles
935.46,Logo -- Double Miles,Logo,Double Miles
2119.47,Logo -- Double Miles,Logo,Double Miles
3988.14,Logo -- Double Miles,Logo,Double Miles
207.6,Logo -- Double Miles,Logo,Double Miles
4368.59,Logo -- Double Miles,Logo,Double Miles
132.19,Logo -- Double Miles,Logo,Double Miles
134.08,Logo -- Double Miles,Logo,Double Miles
1747.4,Logo -- Double Miles,Logo,Double Miles
1251.92,Logo -- Double Miles,Logo,Double Miles
2510.35,Logo -- Double Miles,Logo,Double Miles
528.05,Logo -- Double Miles,Logo,Double Miles
155.92,Logo -- Double Miles,Logo,Double Miles
3159.04,Logo -- Double Miles,Logo,Double Miles
3110.04,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
2772.46,Logo -- Double Miles,Logo,Double Miles
146.81,Logo -- Double Miles,Logo,Double Miles
2365.59,Logo -- Double Miles,Logo,Double Miles
165.16,Logo -- Double Miles,Logo,Double Miles
519.09,Logo -- Double Miles,Logo,Double Miles
4125.59,Logo -- Double Miles,Logo,Double Miles
328.59,Logo -- Double Miles,Logo,Double Miles
3673.4,Logo -- Double Miles,Logo,Double Miles
1567.94,Logo -- Double Miles,Logo,Double Miles
2849.81,Logo -- Double Miles,Logo,Double Miles
183.81,Logo -- Double Miles,Logo,Double Miles
1895.31,Logo -- Double Miles,Logo,Double Miles
413.87,Logo -- Double Miles,Logo,Double Miles
4643.03,Logo -- Double Miles,Logo,Double Miles
3230.17,Logo -- Double Miles,Logo,Double Miles
3353.26,Logo -- Double Miles,Logo,Double Miles
4464.32,Logo -- Double Miles,Logo,Double Miles
4778.79,Logo -- Double Miles,Logo,Double Miles
1093.97,Logo -- Double Miles,Logo,Double Miles
303.77,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3901.17,Logo -- Double Miles,Logo,Double Miles
2812.6,Logo -- Double Miles,Logo,Double Miles
119.78,Logo -- Double Miles,Logo,Double Miles
2636.71,Logo -- Double Miles,Logo,Double Miles
3350.79,Logo -- Double Miles,Logo,Double Miles
1600.89,Logo -- Double Miles,Logo,Double Miles
213.43,Logo -- Double Miles,Logo,Double Miles
3859.35,Logo -- Double Miles,Logo,Double Miles
216.07,Logo -- Double Miles,Logo,Double Miles
2858.98,Logo -- Double Miles,Logo,Double Miles
3606.67,Logo -- Double Miles,Logo,Double Miles
2777.21,Logo -- Double Miles,Logo,Double Miles
1689.61,Logo -- Double Miles,Logo,Double Miles
114.17,Logo -- Double Miles,Logo,Double Miles
2454.31,Logo -- Double Miles,Logo,Double Miles
2122.77,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
2129.68,Logo -- Double Miles,Logo,Double Miles
3412.9,Logo -- Double Miles,Logo,Double Miles
2396.52,Logo -- Double Miles,Logo,Double Miles
4078.02,Logo -- Double Miles,Logo,Double Miles
618.96,Logo -- Double Miles,Logo,Double Miles
3850.21,Logo -- Double Miles,Logo,Double Miles
1259.55,Logo -- Double Miles,Logo,Double Miles
2719.48,Logo -- Double Miles,Logo,Double Miles
1829.7,Logo -- Double Miles,Logo,Double Miles
4699.91,Logo -- Double Miles,Logo,Double Miles
1082.24,Logo -- Double Miles,Logo,Double Miles
266,Logo -- Double Miles,Logo,Double Miles
4093.98,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3913.14,Logo -- Double Miles,Logo,Double Miles
2932.86,Logo -- Double Miles,Logo,Double Miles
2883.64,Logo -- Double Miles,Logo,Double Miles
3228.12,Logo -- Double Miles,Logo,Double Miles
1774.11,Logo -- Double Miles,Logo,Double Miles
2606.09,Logo -- Double Miles,Logo,Double Miles
2386.42,Logo -- Double Miles,Logo,Double Miles
2589.28,Logo -- Double Miles,Logo,Double Miles
473.54,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1837.14,Logo -- Double Miles,Logo,Double Miles
111.95,Logo -- Double Miles,Logo,Double Miles
2518.59,Logo -- Double Miles,Logo,Double Miles
3021.39,Logo -- Double Miles,Logo,Double Miles
3857.92,Logo -- Double Miles,Logo,Double Miles
2612.53,Logo -- Double Miles,Logo,Double Miles
1536.96,Logo -- Double Miles,Logo,Double Miles
1516.79,Logo -- Double Miles,Logo,Double Miles
845.78,Logo -- Double Miles,Logo,Double Miles
1606.92,Logo -- Double Miles,Logo,Double Miles
4061.6,Logo -- Double Miles,Logo,Double Miles
3914.09,Logo -- Double Miles,Logo,Double Miles
2313.4,Logo -- Double Miles,Logo,Double Miles
3935.34,Logo -- Double Miles,Logo,Double Miles
691.84,Logo -- Double Miles,Logo,Double Miles
3772.96,Logo -- Double Miles,Logo,Double Miles
3363.64,Logo -- Double Miles,Logo,Double Miles
244.02,Logo -- Double Miles,Logo,Double Miles
2322.52,Logo -- Double Miles,Logo,Double Miles
3396.78,Logo -- Double Miles,Logo,Double Miles
1495.73,Logo -- Double Miles,Logo,Double Miles
179.09,Logo -- Double Miles,Logo,Double Miles
257.88,Logo -- Double Miles,Logo,Double Miles
1897.74,Logo -- Double Miles,Logo,Double Miles
1082.18,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
2297.16,Logo -- Double Miles,Logo,Double Miles
1016.52,Logo -- Double Miles,Logo,Double Miles
3497.91,Logo -- Double Miles,Logo,Double Miles
690.14,Logo -- Double Miles,Logo,Double Miles
462.62,Logo -- Double Miles,Logo,Double Miles
469.43,Logo -- Double Miles,Logo,Double Miles
1186.91,Logo -- Double Miles,Logo,Double Miles
2223.14,Logo -- Double Miles,Logo,Double Miles
1541.93,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
1053.9,Logo -- Double Miles,Logo,Double Miles
3445.13,Logo -- Double Miles,Logo,Double Miles
4373.05,Logo -- Double Miles,Logo,Double Miles
804.18,Logo -- Double Miles,Logo,Double Miles
3309.73,Logo -- Double Miles,Logo,Double Miles
2299.31,Logo -- Double Miles,Logo,Double Miles
3109.83,Logo -- Double Miles,Logo,Double Miles
4149.08,Logo -- Double Miles,Logo,Double Miles
1992.78,Logo -- Double Miles,Logo,Double Miles
2773.45,Logo -- Double Miles,Logo,Double Miles
3367.03,Logo -- Double Miles,Logo,Double Miles
370.54,Logo -- Double Miles,Logo,Double Miles
1142.65,Logo -- Double Miles,Logo,Double Miles
3828.11,Logo -- Double Miles,Logo,Double Miles
1381.5,Logo -- Double Miles,Logo,Double Miles
956.94,Logo -- Double Miles,Logo,Double Miles
1623.33,Logo -- Double Miles,Logo,Double Miles
207.31,Logo -- Double Miles,Logo,Double Miles
1245.18,Logo -- Double Miles,Logo,Double Miles
1437.84,Logo -- Double Miles,Logo,Double Miles
621.05,Logo -- Double Miles,Logo,Double Miles
296.61,Logo -- Double Miles,Logo,Double Miles
1139.84,Logo -- Double Miles,Logo,Double Miles
302.63,Logo -- Double Miles,Logo,Double Miles
1638.09,Logo -- Double Miles,Logo,Double Miles
2326.29,Logo -- Double Miles,Logo,Double Miles
727.26,Logo -- Double Miles,Logo,Double Miles
1367.53,Logo -- Double Miles,Logo,Double Miles
695.49,Logo -- Double Miles,Logo,Double Miles
1732.88,Logo -- Double Miles,Logo,Double Miles
2189.07,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
3657.12,Logo -- Double Miles,Logo,Double Miles
2750.91,Logo -- Double Miles,Logo,Double Miles
151.44,Logo -- Double Miles,Logo,Double Miles
4893.83,Logo -- Double Miles,Logo,Double Miles
4543.62,Logo -- Double Miles,Logo,Double Miles
1169.73,Logo -- Double Miles,Logo,Double Miles
100,Logo -- Double Miles,Logo,Double Miles
185.91,Logo -- Double Miles,Logo,Double Miles
801.99,Logo -- Double Miles,Logo,Double Miles
4176.39,Logo -- Double Miles,Logo,Double Miles
3931.71,Logo -- Double Miles,Logo,Double Miles
2139.21,Logo -- Double Miles,Logo,Double Miles
393.32,Logo -- Double Miles,Logo,Double Miles
149.08,Logo -- Double Miles,Logo,Double Miles
3543.36,Logo -- Double Miles,Logo,Double Miles
3928.55,Logo -- Double Miles,Logo,Double Miles
2606.26,Logo -- Double Miles,Logo,Double Miles
2226.25,Logo -- Double Miles,Logo,Double Miles
2200.64,Logo -- Double Miles,Logo,Double Miles
2265.05,Logo -- Double Miles,Logo,Double Miles
2386.25,Logo -- Double Miles,Logo,Double Miles
138.91,Logo -- Double Miles,Logo,Double Miles
762.16,Logo -- Double Miles,Logo,Double Miles
703.42,Logo -- Double Miles,Logo,Double Miles
363.27,Logo -- Double Miles,Logo,Double Miles
4871.2,Logo -- Double Miles,Logo,Double Miles
787.48,Logo -- Double Miles,Logo,Double Miles
494.97,Logo -- Double Miles,Logo,Double Miles
2387.95,Logo -- Double Miles,Logo,Double Miles
1260.79,Logo -- Double Miles,Logo,Double Miles
4144.88,Logo -- Double Miles,Logo,Double Miles
3450.36,Logo -- Double Miles,Logo,Double Miles
136.91,Logo -- Double Miles,Logo,Double Miles
641.14,Logo -- Double Miles,Logo,Double Miles
2409.08,Logo -- Double Miles,Logo,Double Miles
2695.88,Logo -- Double Miles,Logo,Double Miles
3108.67,Logo -- Double Miles,Logo,Double Miles
2235.13,Logo -- Double Miles,Logo,Double Miles
2788.3,Logo -- Double Miles,Logo,Double Miles
769.33,Logo -- Double Miles,Logo,Double Miles
435.58,Logo -- Double Miles,Logo,Double Miles
748.88,Logo -- Double Miles,Logo,Double Miles
4532.13,Logo -- Double Miles,Logo,Double Miles
664.26,Logo -- Double Miles,Logo,Double Miles
2930.7,Logo -- Double Miles,Logo,Double Miles
123.53,Logo -- Double Miles,Logo,Double Miles
4049.56,Logo -- Double Miles,Logo,Double Miles
2966.02,Logo -- Double Miles,Logo,Double Miles
214.06,Logo -- Double Miles,Logo,Double Miles
311.46,Logo -- Double Miles,Logo,Double Miles
2195.51,Logo -- Double Miles,Logo,Double Miles
597.82,Logo -- Double Miles,Logo,Double Miles
317.16,Logo -- Double Miles,Logo,Double Miles
